0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.450000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.350000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
9.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.225000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.470000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.715000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.960000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.450000000000000000e+01,0.000000000000000000e+00
2.450000000000000000e+01,2.450000000000000000e+01,0.000000000000000000e+00
4.900000000000000000e+01,2.450000000000000000e+01,0.000000000000000000e+00
7.350000000000000000e+01,2.450000000000000000e+01,0.000000000000000000e+00
9.800000000000000000e+01,2.450000000000000000e+01,0.000000000000000000e+00
1.225000000000000000e+02,2.450000000000000000e+01,0.000000000000000000e+00
1.470000000000000000e+02,2.450000000000000000e+01,0.000000000000000000e+00
1.715000000000000000e+02,2.450000000000000000e+01,0.000000000000000000e+00
1.960000000000000000e+02,2.450000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,4.900000000000000000e+01,0.000000000000000000e+00
2.450000000000000000e+01,4.900000000000000000e+01,0.000000000000000000e+00
4.900000000000000000e+01,4.900000000000000000e+01,0.000000000000000000e+00
7.350000000000000000e+01,4.900000000000000000e+01,0.000000000000000000e+00
9.800000000000000000e+01,4.900000000000000000e+01,0.000000000000000000e+00
1.225000000000000000e+02,4.900000000000000000e+01,0.000000000000000000e+00
1.470000000000000000e+02,4.900000000000000000e+01,0.000000000000000000e+00
1.715000000000000000e+02,4.900000000000000000e+01,0.000000000000000000e+00
1.960000000000000000e+02,4.900000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,7.350000000000000000e+01,0.000000000000000000e+00
2.450000000000000000e+01,7.350000000000000000e+01,0.000000000000000000e+00
4.900000000000000000e+01,7.350000000000000000e+01,0.000000000000000000e+00
7.350000000000000000e+01,7.350000000000000000e+01,0.000000000000000000e+00
9.800000000000000000e+01,7.350000000000000000e+01,0.000000000000000000e+00
1.225000000000000000e+02,7.350000000000000000e+01,0.000000000000000000e+00
1.470000000000000000e+02,7.350000000000000000e+01,0.000000000000000000e+00
1.715000000000000000e+02,7.350000000000000000e+01,0.000000000000000000e+00
1.960000000000000000e+02,7.350000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,9.800000000000000000e+01,0.000000000000000000e+00
2.450000000000000000e+01,9.800000000000000000e+01,0.000000000000000000e+00
4.900000000000000000e+01,9.800000000000000000e+01,0.000000000000000000e+00
7.350000000000000000e+01,9.800000000000000000e+01,0.000000000000000000e+00
9.800000000000000000e+01,9.800000000000000000e+01,0.000000000000000000e+00
1.225000000000000000e+02,9.800000000000000000e+01,0.000000000000000000e+00
1.470000000000000000e+02,9.800000000000000000e+01,0.000000000000000000e+00
1.715000000000000000e+02,9.800000000000000000e+01,0.000000000000000000e+00
1.960000000000000000e+02,9.800000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.225000000000000000e+02,0.000000000000000000e+00
2.450000000000000000e+01,1.225000000000000000e+02,0.000000000000000000e+00
4.900000000000000000e+01,1.225000000000000000e+02,0.000000000000000000e+00
7.350000000000000000e+01,1.225000000000000000e+02,0.000000000000000000e+00
9.800000000000000000e+01,1.225000000000000000e+02,0.000000000000000000e+00
1.225000000000000000e+02,1.225000000000000000e+02,0.000000000000000000e+00
1.470000000000000000e+02,1.225000000000000000e+02,0.000000000000000000e+00
1.715000000000000000e+02,1.225000000000000000e+02,0.000000000000000000e+00
1.960000000000000000e+02,1.225000000000000000e+02,0.000000000000000000e+00
